These are the game logs for actions taken and resultant game state
98,George,37,Wriggles,3,1
96,George,37,Wriggles,3,2
66,George,37,Wriggles,3,3
36,George,37,Wriggles,3,4
6,George,37,Wriggles,3,5
36,George,37,Wriggles,3,6
66,George,37,Wriggles,3,7
96,George,37,Wriggles,3,8
98,George,37,Wriggles,3,9
100,George,37,Wriggles,3,10
100,George,37,Wriggles,3,11
100,George,37,Wriggles,3,0
100,George,37,Wriggles,3,1
100,George,37,Wriggles,3,2
70,George,37,Wriggles,3,3
38,George,37,Wriggles,3,4
38,George,37,Wriggles,3,5
38,George,37,Wriggles,3,6
38,George,37,Wriggles,3,7
38,George,37,Wriggles,3,8
38,George,37,Wriggles,3,9
100,George,37,Wriggles,3,0
100,George,37,Wriggles,3,1
100,George,37,Wriggles,3,2
100,George,37,Wriggles,3,3
70,George,37,Wriggles,3,4
70,George,37,Wriggles,3,5
68,George,37,Wriggles,3,6
66,George,37,Wriggles,3,7
66,George,37,Wriggles,3,8
66,George,37,Wriggles,3,9
70,George,37,Wriggles,3,0
70,George,37,Wriggles,3,1
70,George,37,Wriggles,3,2
70,George,37,Wriggles,3,3
70,George,37,Wriggles,3,4
68,George,37,Wriggles,3,5
66,George,37,Wriggles,3,6
66,George,37,Wriggles,3,7
100,George,37,Wriggles,3,0
100,George,37,Wriggles,3,1
100,George,37,Wriggles,3,2
70,George,37,Wriggles,3,3
70,George,37,Wriggles,3,4
68,George,37,Wriggles,3,5
66,George,37,Wriggles,3,6
68,George,37,Wriggles,3,7
70,George,37,Wriggles,3,8
70,George,37,Wriggles,3,9
100,George,37,Wriggles,3,10
100,George,37,Wriggles,3,11
100,George,37,Wriggles,3,12
100,George,37,Wriggles,3,13
100,George,37,Wriggles,3,14
70,George,37,Wriggles,3,15
70,George,37,Wriggles,3,16
70,George,37,Wriggles,3,17
70,George,37,Wriggles,3,18
70,George,37,Wriggles,3,19
70,George,37,Wriggles,3,20
70,George,37,Wriggles,3,21
100,George,37,Wriggles,3,22
100,George,37,Wriggles,3,23
70,George,37,Wriggles,3,24
90,Bear,22,Bear,22,0
90,Bear,22,Bear,22,1
90,Bear,22,Bear,22,2
80,Bear,22,Bear,22,3
95,Bear,22,Bear,22,0
85,Bear,12,Bear,22,1
75,Bear,2,Bear,12,2
70,Bear,-8,Bear,2,3
70,Bear,-18,Bear,-8,4
70,Bear,-28,Bear,-18,5
70,Bear,-38,Bear,-28,6
70,Bear,-38,Bear,-28,7
70,Bear,-38,Bear,-28,8
70,Bear,-38,Bear,-28,9
100,Bear,22,Bear,22,0
100,Bear,22,Bear,22,1
95,Bear,22,Bear,22,0
90,Bear,22,Bear,22,1
85,Bear,22,Bear,22,2
90,Bear,22,Bear,22,3
95,Bear,22,Bear,22,4
100,Bear,22,Bear,22,5
95,Bear,22,Bear,12,6
90,Bear,22,Bear,2,7
90,Bear,22,Bear,-8,8
